Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-03-09,AL,Albania,EURO,40,272250,1,3483
2022-03-10,AL,Albania,EURO,87,272337,0,3483
2022-03-11,AL,Albania,EURO,75,272412,0,3483
2022-03-12,AL,Albania,EURO,67,272479,1,3484
2022-03-13,AL,Albania,EURO,73,272552,1,3485
2022-03-14,AL,Albania,EURO,69,272621,0,3485
2022-03-15,AL,Albania,EURO,42,272663,0,3485
2022-03-16,AL,Albania,EURO,26,272689,0,3485
2022-03-17,AL,Albania,EURO,22,272711,1,3486
2022-03-18,AL,Albania,EURO,93,272804,1,3487
2022-03-19,AL,Albania,EURO,81,272885,0,3487
2022-03-20,AL,Albania,EURO,76,272961,0,3487
2022-03-21,AL,Albania,EURO,79,273040,0,3487
2022-03-22,AL,Albania,EURO,48,273088,0,3487
2022-03-23,AL,Albania,EURO,22,273110,1,3488
2022-03-24,AL,Albania,EURO,36,273146,1,3489
2022-03-25,AL,Albania,EURO,18,273164,0,3489
2022-03-26,AL,Albania,EURO,93,273257,0,3489
2022-03-27,AL,Albania,EURO,61,273318,1,3490
2022-03-28,AL,Albania,EURO,69,273387,1,3491
2022-03-29,AL,Albania,EURO,45,273432,0,3491
2022-03-30,AL,Albania,EURO,27,273459,1,3492
2022-03-31,AL,Albania,EURO,70,273529,0,3492
2022-04-01,AL,Albania,EURO,79,273608,0,3492
2022-04-02,AL,Albania,EURO,69,273677,0,3492
2022-04-03,AL,Albania,EURO,82,273759,0,3492
2022-04-04,AL,Albania,EURO,64,273823,0,3492
2022-04-05,AL,Albania,EURO,47,273870,0,3492
2022-04-06,AL,Albania,EURO,43,273913,0,3492
2022-04-07,AL,Albania,EURO,87,274000,0,3492
2022-04-08,AL,Albania,EURO,55,274055,0,3492
2022-04-09,AL,Albania,EURO,0,274055,0,3492
2022-04-10,AL,Albania,EURO,53,274108,0,3492
2022-04-11,AL,Albania,EURO,28,274136,0,3492
2022-04-12,AL,Albania,EURO,55,274191,0,3492
2022-04-13,AL,Albania,EURO,28,274219,1,3493
2022-04-14,AL,Albania,EURO,17,274236,1,3494
2022-04-15,AL,Albania,EURO,36,274272,0,3494
2022-04-16,AL,Albania,EURO,48,274320,0,3494
2022-04-17,AL,Albania,EURO,56,274376,1,3495
2022-04-18,AL,Albania,EURO,53,274429,0,3495
2022-04-19,AL,Albania,EURO,33,274462,1,3496
2022-04-20,AL,Albania,EURO,42,274504,0,3496
2022-04-21,AL,Albania,EURO,16,274520,0,3496
2022-04-22,AL,Albania,EURO,15,274535,0,3496
2022-04-23,AL,Albania,EURO,71,274606,0,3496
2022-04-24,AL,Albania,EURO,79,274685,0,3496
2022-04-25,AL,Albania,EURO,52,274737,0,3496
2022-04-26,AL,Albania,EURO,54,274791,0,3496
2022-04-27,AL,Albania,EURO,37,274828,0,3496
2022-04-28,AL,Albania,EURO,6,274834,0,3496
2022-04-29,AL,Albania,EURO,28,274862,0,3496
2022-04-30,AL,Albania,EURO,67,274929,0,3496
2022-05-01,AL,Albania,EURO,73,275002,0,3496
2022-05-02,AL,Albania,EURO,53,275055,0,3496
2022-05-03,AL,Albania,EURO,52,275107,0,3496
2022-05-04,AL,Albania,EURO,60,275167,0,3496
2022-05-05,AL,Albania,EURO,10,275177,0,3496
2022-05-06,AL,Albania,EURO,14,275191,0,3496
2022-05-07,AL,Albania,EURO,20,275211,0,3496
2022-05-08,AL,Albania,EURO,55,275266,0,3496
2022-05-09,AL,Albania,EURO,44,275310,0,3496
2022-05-10,AL,Albania,EURO,31,275341,0,3496
2022-05-11,AL,Albania,EURO,25,275366,1,3497
2022-05-12,AL,Albania,EURO,6,275372,0,3497
2022-05-13,AL,Albania,EURO,44,275416,0,3497
2022-05-14,AL,Albania,EURO,24,275440,0,3497
2022-05-15,AL,Albania,EURO,45,275485,0,3497
2022-05-16,AL,Albania,EURO,49,275534,0,3497
2022-05-17,AL,Albania,EURO,40,275574,0,3497
2022-05-18,AL,Albania,EURO,41,275615,0,3497
2022-05-19,AL,Albania,EURO,6,275621,0,3497
2022-05-20,AL,Albania,EURO,67,275688,0,3497
2022-05-21,AL,Albania,EURO,44,275732,0,3497
2022-05-22,AL,Albania,EURO,42,275774,0,3497
2022-05-23,AL,Albania,EURO,28,275802,0,3497
2022-05-24,AL,Albania,EURO,36,275838,0,3497
2022-05-25,AL,Albania,EURO,26,275864,0,3497
2022-05-26,AL,Albania,EURO,17,275881,0,3497
2022-05-27,AL,Albania,EURO,58,275939,0,3497
2022-05-28,AL,Albania,EURO,46,275985,0,3497
2022-05-29,AL,Albania,EURO,27,276012,0,3497
2022-05-30,AL,Albania,EURO,36,276048,0,3497
2022-05-31,AL,Albania,EURO,33,276081,0,3497
2022-06-01,AL,Albania,EURO,20,276101,0,3497
2022-06-02,AL,Albania,EURO,20,276121,0,3497
2022-06-03,AL,Albania,EURO,51,276172,0,3497
2022-06-04,AL,Albania,EURO,49,276221,0,3497
2022-06-05,AL,Albania,EURO,53,276274,0,3497
2022-06-06,AL,Albania,EURO,36,276310,0,3497
2022-06-07,AL,Albania,EURO,32,276342,0,3497
2022-06-08,AL,Albania,EURO,59,276401,0,3497
2022-06-09,AL,Albania,EURO,14,276415,0,3497
2022-06-10,AL,Albania,EURO,53,276468,0,3497
2022-06-11,AL,Albania,EURO,50,276518,0,3497
2022-06-12,AL,Albania,EURO,65,276583,0,3497
2022-06-13,AL,Albania,EURO,55,276638,0,3497
2022-06-14,AL,Albania,EURO,52,276690,0,3497
2022-06-15,AL,Albania,EURO,41,276731,0,3497
2022-06-16,AL,Albania,EURO,7,276738,0,3497
2022-06-17,AL,Albania,EURO,83,276821,0,3497
2022-06-18,AL,Albania,EURO,92,276913,0,3497
2022-06-19,AL,Albania,EURO,113,277026,0,3497
2022-06-20,AL,Albania,EURO,115,277141,0,3497
2022-06-21,AL,Albania,EURO,129,277270,0,3497
2022-06-22,AL,Albania,EURO,139,277409,0,3497
2022-06-23,AL,Albania,EURO,35,277444,0,3497
2022-06-24,AL,Albania,EURO,219,277663,0,3497
2022-06-25,AL,Albania,EURO,277,277940,0,3497
2022-06-26,AL,Albania,EURO,271,278211,0,3497
2022-06-27,AL,Albania,EURO,293,278504,0,3497
2022-06-28,AL,Albania,EURO,289,278793,0,3497
2022-06-29,AL,Albania,EURO,284,279077,0,3497
2022-06-30,AL,Albania,EURO,90,279167,1,3498
2022-07-01,AL,Albania,EURO,550,279717,1,3499
2022-07-02,AL,Albania,EURO,581,280298,0,3499
2022-07-03,AL,Albania,EURO,553,280851,1,3500
2022-07-04,AL,Albania,EURO,619,281470,1,3501
2022-07-05,AL,Albania,EURO,671,282141,0,3501
2022-07-06,AL,Albania,EURO,549,282690,1,3502
2022-07-07,AL,Albania,EURO,147,282837,2,3504
2022-07-08,AL,Albania,EURO,974,283811,2,3506
2022-07-09,AL,Albania,EURO,947,284758,2,3508
2022-07-10,AL,Albania,EURO,973,285731,2,3510
2022-07-11,AL,Albania,EURO,1001,286732,2,3512
2022-07-12,AL,Albania,EURO,962,287694,1,3513
2022-07-13,AL,Albania,EURO,290,287984,1,3514
2022-07-14,AL,Albania,EURO,192,288176,0,3514
2022-07-15,AL,Albania,EURO,1215,289391,2,3516
2022-07-16,AL,Albania,EURO,1563,290954,1,3517
2022-07-17,AL,Albania,EURO,1502,292456,0,3517
2022-07-18,AL,Albania,EURO,1461,293917,0,3517
2022-07-19,AL,Albania,EURO,1326,295243,0,3517
2022-07-20,AL,Albania,EURO,1062,296305,0,3517
2022-07-21,AL,Albania,EURO,427,296732,1,3518
2022-07-22,AL,Albania,EURO,1846,298578,2,3520
2022-07-23,AL,Albania,EURO,1480,300058,1,3521
2022-07-24,AL,Albania,EURO,1336,301394,0,3521
2022-07-25,AL,Albania,EURO,1373,302767,2,3523
2022-07-26,AL,Albania,EURO,1158,303925,2,3525
2022-07-27,AL,Albania,EURO,965,304890,2,3527
2022-07-28,AL,Albania,EURO,233,305123,2,3529
2022-07-29,AL,Albania,EURO,1666,306789,3,3532
2022-07-30,AL,Albania,EURO,1261,308050,3,3535
2022-07-31,AL,Albania,EURO,1228,309278,3,3538
2022-08-01,AL,Albania,EURO,1084,310362,3,3541
2022-08-02,AL,Albania,EURO,1019,311381,2,3543
2022-08-03,AL,Albania,EURO,716,312097,2,3545
2022-08-04,AL,Albania,EURO,278,312375,3,3548
2022-08-05,AL,Albania,EURO,1207,313582,2,3550
2022-08-06,AL,Albania,EURO,979,314561,1,3551
2022-08-07,AL,Albania,EURO,776,315337,3,3554
2022-08-08,AL,Albania,EURO,808,316145,3,3557
2022-08-09,AL,Albania,EURO,831,316976,3,3560
2022-08-10,AL,Albania,EURO,538,317514,3,3563
2022-08-11,AL,Albania,EURO,167,317681,3,3566
2022-08-12,AL,Albania,EURO,957,318638,0,3566
2022-08-13,AL,Albania,EURO,806,319444,1,3567
2022-08-14,AL,Albania,EURO,642,320086,1,3568
2022-08-15,AL,Albania,EURO,695,320781,1,3569
2022-08-16,AL,Albania,EURO,564,321345,1,3570
2022-08-17,AL,Albania,EURO,459,321804,1,3571
2022-08-18,AL,Albania,EURO,89,321893,0,3571
2022-08-19,AL,Albania,EURO,712,322605,2,3573
2022-08-20,AL,Albania,EURO,445,323050,1,3574
2022-08-21,AL,Albania,EURO,547,323597,0,3574
2022-08-22,AL,Albania,EURO,498,324095,1,3575
2022-08-23,AL,Albania,EURO,495,324590,1,3576
2022-08-24,AL,Albania,EURO,341,324931,0,3576
2022-08-25,AL,Albania,EURO,104,325035,0,3576
2022-08-26,AL,Albania,EURO,606,325641,1,3577
2022-08-27,AL,Albania,EURO,445,326086,1,3578
2022-08-28,AL,Albania,EURO,729,326815,2,3580
2022-08-29,AL,Albania,EURO,338,327153,1,3581
2022-08-30,AL,Albania,EURO,216,327369,0,3581
2022-08-31,AL,Albania,EURO,56,327425,1,3582
2022-09-01,AL,Albania,EURO,446,327871,0,3582
2022-09-02,AL,Albania,EURO,335,328206,1,3583
2022-09-03,AL,Albania,EURO,263,328469,0,3583
2022-09-04,AL,Albania,EURO,247,328716,0,3583
2022-09-05,AL,Albania,EURO,200,328916,0,3583
2022-09-06,AL,Albania,EURO,131,329047,0,3583
2022-09-07,AL,Albania,EURO,28,329075,0,3583
2022-09-08,AL,Albania,EURO,62,329137,1,3584
2022-09-09,AL,Albania,EURO,233,329370,0,3584
2022-09-10,AL,Albania,EURO,171,329541,0,3584
2022-09-11,AL,Albania,EURO,155,329696,0,3584
2022-09-12,AL,Albania,EURO,106,329802,0,3584
2022-09-13,AL,Albania,EURO,88,329890,1,3585
2022-09-14,AL,Albania,EURO,17,329907,1,3586
2022-09-15,AL,Albania,EURO,138,330045,0,3586
2022-09-16,AL,Albania,EURO,104,330149,0,3586
2022-09-17,AL,Albania,EURO,89,330238,0,3586
2022-09-18,AL,Albania,EURO,75,330313,0,3586
2022-09-19,AL,Albania,EURO,81,330394,1,3587
2022-09-20,AL,Albania,EURO,43,330437,0,3587
2022-09-21,AL,Albania,EURO,18,330455,2,3589
2022-09-22,AL,Albania,EURO,114,330569,0,3589
2022-09-23,AL,Albania,EURO,95,330664,0,3589
2022-09-24,AL,Albania,EURO,51,330715,0,3589
2022-09-25,AL,Albania,EURO,47,330762,0,3589
2022-09-26,AL,Albania,EURO,45,330807,0,3589
2022-09-27,AL,Albania,EURO,23,330830,0,3589
2022-09-28,AL,Albania,EURO,11,330841,0,3589
2022-09-29,AL,Albania,EURO,79,330920,0,3589
2022-09-30,AL,Albania,EURO,63,330983,0,3589
2022-10-01,AL,Albania,EURO,44,331027,0,3589
2022-10-02,AL,Albania,EURO,48,331075,0,3589
2022-10-03,AL,Albania,EURO,42,331117,0,3589
2022-10-04,AL,Albania,EURO,22,331139,0,3589
2022-10-05,AL,Albania,EURO,5,331144,0,3589
2022-10-06,AL,Albania,EURO,47,331191,0,3589
2022-10-07,AL,Albania,EURO,35,331226,0,3589
2022-10-08,AL,Albania,EURO,38,331264,0,3589
2022-10-09,AL,Albania,EURO,33,331297,0,3589
2022-10-10,AL,Albania,EURO,29,331326,0,3589
2022-10-11,AL,Albania,EURO,22,331348,0,3589
2022-10-12,AL,Albania,EURO,9,331357,1,3590
2022-10-13,AL,Albania,EURO,31,331388,1,3591
2022-10-14,AL,Albania,EURO,21,331409,0,3591
2022-10-15,AL,Albania,EURO,24,331433,0,3591
2022-10-16,AL,Albania,EURO,19,331452,0,3591
2022-10-17,AL,Albania,EURO,21,331473,1,3592
2022-10-18,AL,Albania,EURO,19,331492,0,3592
2022-10-19,AL,Albania,EURO,7,331499,0,3592
2022-10-20,AL,Albania,EURO,28,331527,0,3592
2022-10-21,AL,Albania,EURO,28,331555,0,3592
2022-10-22,AL,Albania,EURO,18,331573,0,3592
2022-10-23,AL,Albania,EURO,20,331593,0,3592
2022-10-24,AL,Albania,EURO,15,331608,0,3592
2022-10-25,AL,Albania,EURO,18,331626,0,3592
2022-10-26,AL,Albania,EURO,4,331630,0,3592
2022-10-27,AL,Albania,EURO,40,331670,1,3593
2022-10-28,AL,Albania,EURO,31,331701,0,3593
2022-10-29,AL,Albania,EURO,22,331723,0,3593
2022-10-30,AL,Albania,EURO,22,331745,0,3593
2022-10-31,AL,Albania,EURO,38,331783,0,3593
2022-11-01,AL,Albania,EURO,17,331800,0,3593
2022-11-02,AL,Albania,EURO,3,331803,0,3593
2022-11-03,AL,Albania,EURO,17,331820,0,3593
2022-11-04,AL,Albania,EURO,27,331847,0,3593
2022-11-05,AL,Albania,EURO,22,331869,0,3593
2022-11-06,AL,Albania,EURO,31,331900,0,3593
2022-11-07,AL,Albania,EURO,19,331919,0,3593
2022-11-08,AL,Albania,EURO,9,331928,0,3593
2022-11-09,AL,Albania,EURO,3,331931,0,3593
2022-11-10,AL,Albania,EURO,13,331944,0,3593
2022-11-11,AL,Albania,EURO,17,331961,0,3593
2022-11-12,AL,Albania,EURO,15,331976,1,3594
2022-11-13,AL,Albania,EURO,22,331998,0,3594
2022-11-14,AL,Albania,EURO,13,332011,0,3594
2022-11-15,AL,Albania,EURO,18,332029,0,3594
2022-11-16,AL,Albania,EURO,5,332034,0,3594
2022-11-17,AL,Albania,EURO,36,332070,0,3594
2022-11-18,AL,Albania,EURO,18,332088,0,3594
2022-11-19,AL,Albania,EURO,18,332106,0,3594
2022-11-20,AL,Albania,EURO,13,332119,0,3594
2022-11-21,AL,Albania,EURO,13,332132,0,3594
2022-11-22,AL,Albania,EURO,10,332142,0,3594
2022-11-23,AL,Albania,EURO,1,332143,0,3594
2022-11-24,AL,Albania,EURO,25,332168,0,3594
2022-11-25,AL,Albania,EURO,11,332179,0,3594
2022-11-26,AL,Albania,EURO,12,332191,0,3594
2022-11-27,AL,Albania,EURO,11,332202,0,3594
2022-11-28,AL,Albania,EURO,6,332208,0,3594
2022-11-29,AL,Albania,EURO,8,332216,0,3594
2022-11-30,AL,Albania,EURO,8,332224,0,3594
2022-12-01,AL,Albania,EURO,5,332229,0,3594
2022-12-02,AL,Albania,EURO,17,332246,0,3594
2022-12-03,AL,Albania,EURO,21,332267,0,3594
2022-12-04,AL,Albania,EURO,10,332277,0,3594
2022-12-05,AL,Albania,EURO,17,332294,0,3594
2022-12-06,AL,Albania,EURO,5,332299,0,3594
2022-12-07,AL,Albania,EURO,42,332341,0,3594
2022-12-08,AL,Albania,EURO,17,332358,0,3594
2022-12-09,AL,Albania,EURO,18,332376,0,3594
2022-12-10,AL,Albania,EURO,1,332377,0,3594
2022-12-11,AL,Albania,EURO,30,332407,0,3594
2022-12-12,AL,Albania,EURO,12,332419,0,3594
2022-12-13,AL,Albania,EURO,2,332421,0,3594
2022-12-14,AL,Albania,EURO,32,332453,0,3594
2022-12-15,AL,Albania,EURO,24,332477,0,3594
2022-12-16,AL,Albania,EURO,22,332499,0,3594
2022-12-17,AL,Albania,EURO,22,332521,0,3594
2022-12-18,AL,Albania,EURO,17,332538,0,3594
2022-12-19,AL,Albania,EURO,15,332553,0,3594
2022-12-20,AL,Albania,EURO,3,332556,1,3595
2022-12-21,AL,Albania,EURO,33,332589,0,3595
2022-12-22,AL,Albania,EURO,22,332611,0,3595
2022-12-23,AL,Albania,EURO,18,332629,0,3595
2022-12-24,AL,Albania,EURO,23,332652,1,3596
2022-12-25,AL,Albania,EURO,18,332670,0,3596
2022-12-26,AL,Albania,EURO,12,332682,0,3596
2022-12-27,AL,Albania,EURO,2,332684,0,3596
2022-12-28,AL,Albania,EURO,2,332686,0,3596
2022-12-29,AL,Albania,EURO,25,332711,0,3596
2022-12-30,AL,Albania,EURO,27,332738,0,3596
2022-12-31,AL,Albania,EURO,30,332768,0,3596
2023-01-01,AL,Albania,EURO,26,332794,0,3596
2023-01-02,AL,Albania,EURO,5,332799,0,3596
2023-01-03,AL,Albania,EURO,1,332800,0,3596
2023-01-04,AL,Albania,EURO,3,332803,0,3596
2023-01-05,AL,Albania,EURO,6,332809,0,3596
2023-01-06,AL,Albania,EURO,32,332841,0,3596
2023-01-07,AL,Albania,EURO,37,332878,0,3596
2023-01-08,AL,Albania,EURO,29,332907,0,3596
2023-01-09,AL,Albania,EURO,31,332938,0,3596
2023-01-10,AL,Albania,EURO,1,332939,0,3596
2023-01-11,AL,Albania,EURO,47,332986,0,3596
2023-01-12,AL,Albania,EURO,32,333018,0,3596
2023-01-13,AL,Albania,EURO,23,333041,0,3596
2023-01-14,AL,Albania,EURO,12,333053,0,3596
2023-01-15,AL,Albania,EURO,11,333064,0,3596
2023-01-16,AL,Albania,EURO,8,333072,0,3596
2023-01-17,AL,Albania,EURO,0,333072,0,3596
2023-01-18,AL,Albania,EURO,27,333099,0,3596
2023-01-19,AL,Albania,EURO,20,333119,0,3596
2023-01-20,AL,Albania,EURO,21,333140,0,3596
2023-01-21,AL,Albania,EURO,16,333156,0,3596
2023-01-22,AL,Albania,EURO,13,333169,0,3596
2023-01-23,AL,Albania,EURO,4,333173,0,3596
2023-01-24,AL,Albania,EURO,0,333173,0,3596
2023-01-25,AL,Albania,EURO,12,333185,0,3596
2023-01-26,AL,Albania,EURO,11,333196,0,3596
2023-01-27,AL,Albania,EURO,5,333201,0,3596
2023-01-28,AL,Albania,EURO,9,333210,0,3596
2023-01-29,AL,Albania,EURO,9,333219,0,3596
2023-01-30,AL,Albania,EURO,4,333223,0,3596
2023-01-31,AL,Albania,EURO,0,333223,0,3596
2023-02-01,AL,Albania,EURO,10,333233,0,3596
2023-02-02,AL,Albania,EURO,10,333243,0,3596
2023-02-03,AL,Albania,EURO,10,333253,0,3596
2023-02-04,AL,Albania,EURO,16,333269,0,3596
2023-02-05,AL,Albania,EURO,1,333270,0,3596
2023-02-06,AL,Albania,EURO,7,333277,0,3596
2023-02-07,AL,Albania,EURO,0,333277,0,3596
2023-02-08,AL,Albania,EURO,12,333289,0,3596
2023-02-09,AL,Albania,EURO,11,333300,0,3596
2023-02-10,AL,Albania,EURO,7,333307,0,3596
2023-02-11,AL,Albania,EURO,5,333312,0,3596
2023-02-12,AL,Albania,EURO,9,333321,0,3596
2023-02-13,AL,Albania,EURO,12,333333,0,3596
2023-02-14,AL,Albania,EURO,0,333333,0,3596
2023-02-15,AL,Albania,EURO,9,333342,0,3596
2023-02-16,AL,Albania,EURO,7,333349,0,3596
2023-02-17,AL,Albania,EURO,9,333358,0,3596
2023-02-18,AL,Albania,EURO,18,333376,0,3596
2023-02-19,AL,Albania,EURO,14,333390,1,3597
2023-02-20,AL,Albania,EURO,9,333399,0,3597
2023-02-21,AL,Albania,EURO,1,333400,1,3598
2023-02-22,AL,Albania,EURO,21,333421,0,3598
2023-02-23,AL,Albania,EURO,25,333446,0,3598
2023-02-24,AL,Albania,EURO,9,333455,0,3598
2023-02-25,AL,Albania,EURO,11,333466,0,3598
2023-02-26,AL,Albania,EURO,17,333483,0,3598
2023-02-27,AL,Albania,EURO,5,333488,0,3598
2023-02-28,AL,Albania,EURO,2,333490,0,3598
2023-03-01,AL,Albania,EURO,11,333501,0,3598
2023-03-02,AL,Albania,EURO,17,333518,0,3598
2023-03-03,AL,Albania,EURO,14,333532,0,3598
2023-03-04,AL,Albania,EURO,19,333551,1,3599
2023-03-05,AL,Albania,EURO,20,333571,0,3599
2023-03-06,AL,Albania,EURO,10,333581,0,3599
2023-03-07,AL,Albania,EURO,0,333581,0,3599
2023-03-08,AL,Albania,EURO,11,333592,0,3599
2023-03-09,AL,Albania,EURO,16,333608,1,3600
2023-03-10,AL,Albania,EURO,14,333622,0,3600
2023-03-11,AL,Albania,EURO,17,333639,0,3600
2023-03-12,AL,Albania,EURO,12,333651,0,3600
2023-03-13,AL,Albania,EURO,11,333662,0,3600
2023-03-14,AL,Albania,EURO,1,333663,0,3600
2023-03-15,AL,Albania,EURO,26,333689,0,3600
2023-03-16,AL,Albania,EURO,8,333697,0,3600
2023-03-17,AL,Albania,EURO,11,333708,0,3600
2023-03-18,AL,Albania,EURO,1,333709,0,3600
2023-03-19,AL,Albania,EURO,7,333716,1,3601
2023-03-20,AL,Albania,EURO,10,333726,0,3601
2023-03-21,AL,Albania,EURO,0,333726,0,3601
2023-03-22,AL,Albania,EURO,20,333746,0,3601
2023-03-23,AL,Albania,EURO,17,333763,0,3601
2023-03-24,AL,Albania,EURO,1,333764,0,3601
2023-03-25,AL,Albania,EURO,13,333777,0,3601
2023-03-26,AL,Albania,EURO,22,333799,0,3601
2023-03-27,AL,Albania,EURO,9,333808,0,3601
2023-03-28,AL,Albania,EURO,6,333814,1,3602
2023-03-29,AL,Albania,EURO,14,333828,0,3602
2023-03-30,AL,Albania,EURO,10,333838,0,3602
2023-03-31,AL,Albania,EURO,17,333855,1,3603
2023-04-01,AL,Albania,EURO,0,333855,0,3603
2023-04-02,AL,Albania,EURO,0,333855,0,3603
2023-04-03,AL,Albania,EURO,0,333855,0,3603
2023-04-04,AL,Albania,EURO,0,333855,0,3603
2023-04-05,AL,Albania,EURO,0,333855,0,3603
2020-01-03,DZ,Algeria,AFRO,0,0,0,0
2020-01-04,DZ,Algeria,AFRO,0,0,0,0
2020-01-05,DZ,Algeria,AFRO,0,0,0,0
2020-01-06,DZ,Algeria,AFRO,0,0,0,0
2020-01-07,DZ,Algeria,AFRO,0,0,0,0
2020-01-08,DZ,Algeria,AFRO,0,0,0,0
2020-01-09,DZ,Algeria,AFRO,0,0,0,0
2020-01-10,DZ,Algeria,AFRO,0,0,0,0
2020-01-11,DZ,Algeria,AFRO,0,0,0,0
2020-01-12,DZ,Algeria,AFRO,0,0,0,0
2020-01-13,DZ,Algeria,AFRO,0,0,0,0
2020-01-14,DZ,Algeria,AFRO,0,0,0,0
2020-01-15,DZ,Algeria,AFRO,0,0,0,0
2020-01-16,DZ,Algeria,AFRO,0,0,0,0
2020-01-17,DZ,Algeria,AFRO,0,0,0,0
2020-01-18,DZ,Algeria,AFRO,0,0,0,0
2020-01-19,DZ,Algeria,AFRO,0,0,0,0
2020-01-20,DZ,Algeria,AFRO,0,0,0,0
2020-01-21,DZ,Algeria,AFRO,0,0,0,0
2020-01-22,DZ,Algeria,AFRO,0,0,0,0
2020-01-23,DZ,Algeria,AFRO,0,0,0,0
2020-01-24,DZ,Algeria,AFRO,0,0,0,0
2020-01-25,DZ,Algeria,AFRO,0,0,0,0
2020-01-26,DZ,Algeria,AFRO,0,0,0,0
2020-01-27,DZ,Algeria,AFRO,0,0,0,0
2020-01-28,DZ,Algeria,AFRO,0,0,0,0
2020-01-29,DZ,Algeria,AFRO,0,0,0,0
2020-01-30,DZ,Algeria,AFRO,0,0,0,0
2020-01-31,DZ,Algeria,AFRO,0,0,0,0
2020-02-01,DZ,Algeria,AFRO,0,0,0,0
2020-02-02,DZ,Algeria,AFRO,0,0,0,0
2020-02-03,DZ,Algeria,AFRO,0,0,0,0
2020-02-04,DZ,Algeria,AFRO,0,0,0,0
2020-02-05,DZ,Algeria,AFRO,0,0,0,0
2020-02-06,DZ,Algeria,AFRO,0,0,0,0
2020-02-07,DZ,Algeria,AFRO,0,0,0,0
2020-02-08,DZ,Algeria,AFRO,0,0,0,0
2020-02-09,DZ,Algeria,AFRO,0,0,0,0
2020-02-10,DZ,Algeria,AFRO,0,0,0,0
2020-02-11,DZ,Algeria,AFRO,0,0,0,0
2020-02-12,DZ,Algeria,AFRO,0,0,0,0
2020-02-13,DZ,Algeria,AFRO,0,0,0,0
2020-02-14,DZ,Algeria,AFRO,0,0,0,0
2020-02-15,DZ,Algeria,AFRO,0,0,0,0
2020-02-16,DZ,Algeria,AFRO,0,0,0,0
2020-02-17,DZ,Algeria,AFRO,0,0,0,0
2020-02-18,DZ,Algeria,AFRO,0,0,0,0
2020-02-19,DZ,Algeria,AFRO,0,0,0,0
2020-02-20,DZ,Algeria,AFRO,0,0,0,0
2020-02-21,DZ,Algeria,AFRO,0,0,0,0
2020-02-22,DZ,Algeria,AFRO,0,0,0,0
2020-02-23,DZ,Algeria,AFRO,0,0,0,0
2020-02-24,DZ,Algeria,AFRO,0,0,0,0
2020-02-25,DZ,Algeria,AFRO,0,0,0,0
2020-02-26,DZ,Algeria,AFRO,1,1,0,0
2020-02-27,DZ,Algeria,AFRO,0,1,0,0
2020-02-28,DZ,Algeria,AFRO,0,1,0,0
2020-02-29,DZ,Algeria,AFRO,0,1,0,0
2020-03-01,DZ,Algeria,AFRO,0,1,0,0
2020-03-02,DZ,Algeria,AFRO,0,1,0,0
2020-03-03,DZ,Algeria,AFRO,4,5,0,0
2020-03-04,DZ,Algeria,AFRO,2,7,0,0
2020-03-05,DZ,Algeria,AFRO,10,17,0,0
2020-03-06,DZ,Algeria,AFRO,0,17,0,0
2020-03-07,DZ,Algeria,AFRO,0,17,0,0
2020-03-08,DZ,Algeria,AFRO,2,19,0,0
2020-03-09,DZ,Algeria,AFRO,1,20,0,0
2020-03-10,DZ,Algeria,AFRO,0,20,0,0
2020-03-11,DZ,Algeria,AFRO,0,20,0,0
2020-03-12,DZ,Algeria,AFRO,0,20,0,0
2020-03-13,DZ,Algeria,AFRO,5,25,0,0
2020-03-14,DZ,Algeria,AFRO,0,25,0,0
2020-03-15,DZ,Algeria,AFRO,12,37,0,0
2020-03-16,DZ,Algeria,AFRO,11,48,0,0
2020-03-17,DZ,Algeria,AFRO,12,60,0,0
2020-03-18,DZ,Algeria,AFRO,7,67,0,0
2020-03-19,DZ,Algeria,AFRO,5,72,0,0
2020-03-20,DZ,Algeria,AFRO,10,82,0,0
2020-03-21,DZ,Algeria,AFRO,12,94,0,0
2020-03-22,DZ,Algeria,AFRO,45,139,0,0
2020-03-23,DZ,Algeria,AFRO,61,200,0,0
2020-03-24,DZ,Algeria,AFRO,31,231,0,0
2020-03-25,DZ,Algeria,AFRO,36,267,0,0
2020-03-26,DZ,Algeria,AFRO,38,305,0,0
2020-03-27,DZ,Algeria,AFRO,62,367,0,0
2020-03-28,DZ,Algeria,AFRO,42,409,0,0
2020-03-29,DZ,Algeria,AFRO,45,454,30,30
2020-03-30,DZ,Algeria,AFRO,57,511,0,30
2020-03-31,DZ,Algeria,AFRO,73,584,5,35
2020-04-01,DZ,Algeria,AFRO,132,716,9,44
2020-04-02,DZ,Algeria,AFRO,106,822,14,58
2020-04-03,DZ,Algeria,AFRO,164,986,25,83
2020-04-04,DZ,Algeria,AFRO,185,1171,22,105
2020-04-05,DZ,Algeria,AFRO,80,1251,25,130
2020-04-06,DZ,Algeria,AFRO,70,1321,22,152
2020-04-07,DZ,Algeria,AFRO,102,1423,21,173
2020-04-08,DZ,Algeria,AFRO,45,1468,21,194
2020-04-09,DZ,Algeria,AFRO,104,1572,12,206
2020-04-10,DZ,Algeria,AFRO,94,1666,30,236
2020-04-11,DZ,Algeria,AFRO,95,1761,21,257
